Id,SalePrice
1461,114473.01591042658
1462,161539.28632281956
1463,187283.09088466712
1464,198934.41122789035
1465,187224.8583235663
1466,169010.08690846877
1467,173044.2776246101
1468,163895.21172584247
1469,199715.0698845912
1470,124235.14866516311
1471,168310.8861911857
1472,98354.14834575285
1473,99556.03020746012
1474,147570.09339854243
1475,109509.22499494746
1476,375217.7083497423
1477,260784.1348847858
1478,294714.11134154035
1479,279409.8107385103
1480,497224.8420381567
1481,322389.54952943313
1482,207237.47459194236
1483,175625.0063720508
1484,158382.775391671
1485,181154.8643160676
1486,197855.60823729148
1487,324272.70194709714
1488,231575.36511740385
1489,203447.16458470753
1490,228172.92214362364
1491,195788.11801433415
1492,92632.25029265364
1493,186350.17583608782
1494,291279.98708235705
1495,292282.3701568381
1496,229514.39478996262
1497,174337.3873567563
1498,168310.98571687797
1499,163168.6325030268
1500,151138.68090924068
1501,183286.10831567668
1502,142560.83181431884
1503,301238.99884123675
1504,239789.67392445338
1505,225944.32918418435
1506,192674.77241141157
1507,252338.04909853556
1508,192658.45109047054
1509,162743.49724032663
1510,145212.05385260927
1511,153371.85519284563
1512,181580.48267967516
1513,152975.5228476869
1514,161799.6271439452
1515,204740.79816409657
1516,149551.65521078708
1517,175799.89154334195
1518,123059.59413802622
1519,222977.26589868503
1520,131009.17289930442
1521,134898.43971269205
1522,173904.02758728623
1523,117311.53631492495
1524,118392.28095504286
1525,121570.1491089521
1526,106489.41022242287
1527,105401.19211360156
1528,132237.77431647532
1529,156935.06454428253
1530,187415.287418512
1531,114245.4400370743
1532,95054.94056937199
1533,158217.99110152296
1534,121446.92617553312
1535,158299.9045310724
1536,106343.00532833098
1537,68492.55123867816
1538,156197.8909327198
1539,192859.3108260682
1540,109921.67245091738
1541,139783.3797963864
1542,142507.66994508068
1543,210288.63854327277
1544,83299.91670572684
1545,115776.56629790136
1546,130980.67045372922
1547,134006.48119409164
1548,140288.11112131889
1549,117941.39012997966
1550,139151.86791896075
1551,109507.5002453696
1552,141733.63081837553
1553,147450.7226645211
1554,112183.42719497951
1555,163503.4159778458
1556,77286.66142219673
1557,120716.19344516874
1558,105623.171699995
1559,78859.4652850132
1560,130208.4631001924
1561,149465.42735540884
1562,129737.63842120774
1563,125391.56451438673
1564,164567.81180912023
1565,155616.54236192902
1566,227470.94692143347
1567,78568.48469868922
1568,228309.19447683764
1569,149057.61763605315
1570,135621.532654836
1571,103036.9576682994
1572,147325.76635353584
1573,267853.86110216635
1574,132908.8879977393
1575,227856.5454504387
1576,232041.2898080612
1577,186336.45628059353
1578,151032.0265322754
1579,141744.49886823635
1580,192029.73268122147
1581,151700.66324225583
1582,129572.51614121851
1583,306946.81828734535
1584,221439.8081692761
1585,138379.78823721135
1586,78702.80405804697
1587,100250.08939008368
1588,157965.9042772635
1589,95122.90583698494
1590,130560.10692323773
1591,91664.75527888714
1592,124337.64883273508
1593,123190.84438196631
1594,172259.9903728422
1595,117919.36151734111
1596,228876.13015782204
1597,190089.6520107362
1598,210941.39865391003
1599,181690.14820623805
1600,165149.6431978281
1601,75089.8757319862
1602,111690.1682227151
1603,66572.34315720209
1604,266928.3426678615
1605,239302.45262860192
1606,161094.4393833311
1607,163442.39132938237
1608,205403.6792752785
1609,191516.92898531246
1610,153755.28588629817
1611,132944.32373574658
1612,180244.12418011206
1613,165129.3690371701
1614,128169.9534004019
1615,95464.61596177891
1616,71847.81807929836
1617,89044.9636840932
1618,126174.84297436714
1619,141283.43769758803
1620,155574.65839997976
1621,138172.88982534435
1622,146775.41004169875
1623,266795.91278369504
1624,205478.4925424442
1625,118831.57350220898
1626,165694.67727623615
1627,190146.9927860077
1628,285792.454685993
1629,181157.9499717885
1630,339495.3856816302
1631,239193.1995417462
1632,246923.255574501
1633,171876.2726146565
1634,183797.23483487824
1635,171168.89030867798
1636,148677.1608531593
1637,192607.58820685014
1638,186983.83626564295
1639,180239.87416298004
1640,256925.87424549565
1641,176637.477133467
1642,236642.54213371233
1643,222636.03716772623
1644,238732.5672032527
1645,205513.4770960941
1646,157889.6521926365
1647,155551.44384951415
1648,132033.68037742143
1649,136294.69647842203
1650,111294.68327243702
1651,117756.7513428395
1652,97359.35747746064
1653,97558.5093762906
1654,146589.51978165808
1655,129721.43205797768
1656,142853.35811435222
1657,147861.392844682
1658,143188.82106288074
1659,120684.34907607717
1660,146873.5261744658
1661,435546.84292627213
1662,388840.0164844072
1663,386874.9645306915
1664,496223.93050303333
1665,312693.33246870927
1666,310548.36631556554
1667,375338.49216735474
1668,344218.89824036777
1669,310502.09815428604
1670,352959.99755654257
1671,265083.7053114461
1672,460691.61178151343
1673,283833.3039733036
1674,246737.20145752048
1675,195054.27042309905
1676,198872.3315990222
1677,212687.89763793402
1678,496442.04804358
1679,383245.5215013971
1680,336272.5018832176
1681,272010.99181394605
1682,312670.71309612336
1683,179491.0127478744
1684,172660.63494003742
1685,172034.72428896837
1686,162787.10845993823
1687,167712.96870377718
1688,192921.8907075179
1689,190890.07225292595
1690,191798.01388668598
1691,181346.7074069969
1692,258227.4902123019
1693,172215.40306722082
1694,181602.78222230638
1695,170139.00316304446
1696,265077.54800928483
1697,173191.3767903608
1698,351744.8837461786
1699,324343.0246283761
1700,253604.83997188593
1701,278298.3282898924
1702,240583.10957578232
1703,236658.538273198
1704,284636.3632160984
1705,242666.25498705546
1706,395191.45427466935
1707,221746.28306514496
1708,202475.0718800328
1709,270833.31470054225
1710,222429.99583412698
1711,253820.66445340792
1712,251192.05863744093
1713,268407.42130705493
1714,220820.43483769955
1715,206086.05656343474
1716,185806.44734080546
1717,175290.02962067668
1718,146844.4798654765
1719,220918.57443655055
1720,255028.88160698456
1721,153118.28547316545
1722,127454.64703656915
1723,152661.33623663377
1724,212870.9070599166
1725,242336.08154868463
1726,186776.15367088915
1727,152018.37874354378
1728,169590.25802068325
1729,170793.21627139585
1730,161074.66002179624
1731,117200.00914203434
1732,130891.56718101681
1733,126509.93763319601
1734,128809.04070325446
1735,117365.32949421555
1736,103903.16546713095
1737,314624.8949443849
1738,246680.474855916
1739,255092.0425690091
1740,216961.473853722
1741,185069.95126736065
1742,171216.06160153332
1743,164629.77756028227
1744,337766.11347106216
1745,228447.70121288695
1746,194850.498305977
1747,220645.88987404454
1748,214332.99182290037
1749,147761.39263161973
1750,129940.38893246738
1751,241358.8392497801
1752,111844.28542093458
1753,154694.1671340218
1754,195922.7719070019
